@relation NewRelation
@attribute yearID numeric
@attribute teamID {ANA,ARI,ATL,BAL,BOS,CAL,CHA,CHN,CIN,CLE,COL,DET,FLO,HOU,KC,KCA,LAA,LAN,MIL,MIN,ML4,MON,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS}
@attribute lgID {AL,NL}
@attribute playerID {abbotji01,abbotky01,aceveal01,aguilri01,akerfda01,alfoned01,alicelu01,allanan01,almanar01,alomaro01,aloumo01,amarari01,anderal02,anderda02,ankieri01,ariasge01,armasto02,arrojro01,arroybr01,austiji02,averyst01,ayalabo01,ayalalu01,aybarer01,baergca01,bailobo01,bairdo01,balbost01,baldero01,bankswi01,bannibr01,barneda01,barnesk01,barremi01,batismi01,batisto01,bauerri01,bautida01,beckro01,bedarer01,beimejo01,belchti01,bellhma01,bellja01,beltbr01,beltrca01,benedbr01,benesan01,benoijo01,bereja01,berkeja01,berryda01,betemwi01,bicheda01,biggicr01,blackch02,blakeca01,blancan01,blankla02,blausje01,blylebe01,boevejo01,bogusbr01,bondeje01,bondsba01,bonifem01,booneaa01,boonebr01,bordepa01,bordimi01,borkoda01,borowjo01,bosleth01,bostoda01,bouchde01,bournra01,bowenro01,bowenry01,boydoi01,bradlsc01,brantje01,braybi01,breamsi01,brennwi01,brettge01,brosisc01,brownad01,brownje01,brownke01,brownto05,broxtjo01,brunato01,brusswa01,buchhcl01,buckjo01,buechst01,bulliji01,burbada01,burneaj01,butchmi01,butlebr01,butleri01,byrdpa01,byrneer01,cabreas01,cabremi01,cadargr01,callaal01,camermi01,campusi01,candito01,cantujo01,cappsma01,carrobr01,carroja01,cartega01,cashke01,castito02,castivi02,castrra01,catalfr01,chacijh01,charlno01,chaveer01,chavera01,chenbr01,chulkvi01,cianfar01,clarkda05,clarkja01,claytro01,clemepa01,clemero02,clontbr01,colbrgr01,colesda01,colyest01,coneda01,cookde01,cookest01,coomero01,coraal01,corajo01,cordewi01,cordofr01,cordoma01,cormirh01,corsiji01,crawfca02,crespce01,cressja01,crewsti01,cruzde01,cruzjo01,cruzne02,cummimi01,curtich01,daalom01,danieka01,darenvi01,darliro01,darwida01,daultda01,davieky01,davisch01,daviser01,davisjj01,davisjo02,davisla01,davisru01,davisst02,dayza01,dedunsa01,deerro01,dejesda01,delabst01,delaceu01,delarjo01,delgaca01,dernibo01,devermi01,diazal01,diazbo01,diazma01,doteloc01,downske01,downssc01,dreifda01,drewjd01,duncama01,dunstsh01,durbich01,durhara01,easleda01,easlemi01,easteja01,eckerde01,eckstda01,edmonji01,eichhma01,eischjo01,eisenji01,ellisja01,elsteke01,encaran01,encarju01,engleda01,epparji01,ericksc01,erstada01,escobal02,escobke01,escobyu01,espyce01,estessh01,evansdw01,evereca01,eyresc01,faneyri01,fariepa01,farrejo03,farrst01,fermife01,fernasi01,fernato01,fieldce01,fieldpr01,figgich01,fikacje01,fitzgmi02,floydcl01,fonvich01,fossuca01,fosteke01,foulkke01,foxch02,francjo01,frankry01,frascjo01,frasoja01,freemfr01,freemma02,fuentbr01,gaettga01,galarar01,gallada01,gamelma01,gantro01,garceri01,garcino01,garcire01,gardnje01,gardnma01,gardnwe01,garresc01,garzama01,gerhake01,germafr01,gerutjo01,giambja01,giambje01,gibboja01,gilesma01,gilkebe01,gipsoch01,glavito02,goffje01,gomesjo01,gomeswa01,gonzaal01,gonzaca01,gonzagi01,gonzaju03,gonzami02,goodedw01,gottji01,gracema01,gracemi02,graffto01,grandcu01,grantma01,greensh01,greento01,greento02,greggke01,griffal01,grillja01,grubbjo01,grubeke01,grudzma01,guarded01,gubicma01,guerrpe01,guerrvl01,guevaca01,guzmacr01,guzmaje01,guzmaju01,gwynnch01,gwynnto02,hafnetr01,hairssc01,hallal02,halljo02,hamilda02,hamiljo02,hamiljo03,hamptmi01,hanseda01,hanseje01,hansoto01,haranaa01,harnipe01,harrijo05,harrire01,harvebr01,hassero01,hatchbi01,hattesc01,hawpebr01,hayesvo01,hayneji01,helliri01,hendest01,henlebo01,henslcl01,henslma01,heredfe01,hermach01,hernaca03,hernajo01,hernali01,hernara02,hernaro01,hernawi01,herrto01,heskejo01,hessmmi01,hicksbr01,hidalri01,higgibo02,hillesh02,hillko01,hinsker01,hoffmtr01,hoilech01,hollato01,holmeda01,holtzmi01,hookch01,hootobu01,hortori01,houltdj01,houstty01,howarry01,howarth01,howelja01,howrybo01,hrbekke01,hubbagl01,huffau01,hugheph01,hundlni01,huntebr02,hunteto01,hurstbr01,hurstjo01,huskebu01,hyersti01,ibanera01,infanom01,irabuhi01,ishiika01,isrinja01,izturce01,jacksau01,jacksco01,jacksda04,jacksmi02,jamesbo01,jamesch02,janseke01,jaramja01,javiest01,jeffegr01,jeffere01,jennide01,jensema01,jeterde01,jimenda01,johjike01,johnsbr01,johnsch04,johnsch05,johnsda05,johnsji04,johnsjo07,johnsla03,johnsma02,johnsmi02,johnsra05,johnsru01,jonesba01,jonesch06,jonesja04,jonesji02,jordabr01,jordari02,jorgete01,josefe01,joycema01,juddmi01,juliojo01,kamiesc01,karkoro01,karroer01,kellydo01,kendaja01,kennead01,kensilo01,kentje01,kieckda01,kileda01,kingemi01,kinnejo01,kleskry01,kniceal01,knoblch01,knorrra01,knottga01,kotchca01,kreutch01,kubelja01,lagami01,lahaibr01,lahtije01,lampkto01,lancale01,langery01,langsma01,lansfca01,lansimi01,lapoida01,laporma01,larisje01,larkiba01,larocad01,lawleto01,lawtoma02,layanti01,leakemi01,learyti01,lecursa01,ledezwi01,leede02,leibrch01,leitema01,leiussc01,leskacu01,lestejo01,levisje01,lewisda01,leyriji01,lezcasi01,lidleco01,liebejo01,lillibr01,lincomi01,lindjo01,liriafr01,loftoke01,loganbo02,lohseky01,longte01,loopebr01,lopesda01,lopezaq01,lopezfe01,lowerte01,lowese01,lugoju01,lusadsc01,lynnla01,mabryjo01,macfami01,mackoro01,mahayro01,maldoca01,manwaki01,manzeto01,marotmi01,marreel01,marsolo01,martean01,marteda01,martial03,martica01,martida01,martide01,martied01,martimi01,martino01,martiti01,martiti02,martivi01,masonro01,mateoju01,mateoju02,matsuhi01,maybica01,mccanbr01,mccarto03,mccaski01,mcclell01,mcclubo01,mccluse01,mcculla01,mcdonbe01,mcdonjo03,mcdowro01,mcgeewi01,mcglike01,mcgrifr01,mclemma01,mcmicgr01,mcraebr01,mearepa01,melusmi01,melvibo01,merulma01,mesajo01,micelda01,milesaa01,millake01,milleku01,millela02,millewa04,millsal01,minormi01,mintogr01,mirabdo01,mitchke01,mockga01,moellch01,moellde01,molinjo01,mondera01,monteri01,mooremi01,moralfr01,morame01,moranmi01,mordemi01,morgami01,morneju01,morriha02,motagu01,moyerja01,muellbi02,muldema01,munozmi01,murraed02,myersgr01,myersmi01,nagych01,nathajo01,neaglde01,nelsojo01,newfima01,niedeto01,niemaje01,nifu01,nippeal01,nolasri01,nunezab01,nunezle01,nunnajo01,obermwe01,ochoaal01,ohkato01,ohlenro01,ohmanwi01,oleartr01,oliveda02,oneilpa01,ontivst02,oquenjo01,orsuljo01,ortizra01,osbordo01,osunaan01,owenshe01,owensp01,owingmi01,ozunapa01,paglimi01,pagnoto01,palldo01,palmeda01,palmera01,papeljo01,parkch01,parkecl01,parkeri01,parrama01,parreje01,parrijo01,parrila02,pattebo01,patteco01,patteke01,penaal01,pencehu01,pendlte01,peraljo01,percitr01,perezed01,perezed02,perezto01,perezto03,perezyo01,perryge01,perryhe01,peterch01,pettian01,philljr01,picciro01,pierrju01,plunker01,polanpl01,politcl01,pooleji02,posadjo01,posesc01,potelo01,prattto02,priceda01,princto01,priorma01,pujolal01,putzjj01,quallch01,quinolu01,rakeraa01,ramirha01,ramirma02,ramirra01,randajo01,rapppa01,raych01,rayjo01,readyra01,reardje01,rebouje01,redmomi01,redusga01,reedda01,reeder01,reimono01,reitsch01,renteed01,reyesca01,reyesde01,reynogr01,reynoma01,reynorj01,reynosh01,richacl01,rigbybr01,ripkebi01,ripkeca01,riverlu01,roajo01,roberda07,roberje02,roberry01,robinro01,rodnefe01,rodrial01,rodrihe02,rodrilu01,rodrine01,rogerji02,rogerke01,rolliji01,romered01,romose01,rosalad01,rosarvi01,rossyri01,rowanaa01,roystje01,rueteki01,ruhleve01,rupejo01,ryanno01,ryanro02,saarlki01,sadledo01,sageraj01,sandbry01,sandere02,sandesc01,santaer01,santafp01,santira01,saxst01,scarsst01,schafjo02,schoesc01,schumsk01,scottlu01,scutama01,searara01,servasc01,servisc01,sheetan01,sheffga01,shelbjo01,sheltch01,shielja02,shielsc01,shielst01,shousbr01,shumpte01,sierrru01,simasbi01,simmote01,sippto01,siscoan01,siskdo01,slocuhe01,slusajo01,smilejo01,smithbo06,smithdw01,smithse01,smithza01,smoltjo01,snydejo02,soriaal01,sorrepa01,sosajo02,spande01,speieju01,spierbi01,spiezsc01,spoljpa01,sprinru01,stairma01,stanfja01,stantmi02,steinbi02,steinte01,stewajo02,stoneje01,stricsc01,stroppe01,suerowi01,suppaje01,sutclri01,suttebr01,suzukic01,suzukku01,sveumda01,swindgr01,tapanke01,tatumcr01,tavarje01,tavarju01,tayloke01,teixema01,tejedro01,telfoan01,terrewa01,terrysc01,teufeti01,thomala01,thomeji01,thompma01,thondi01,timlimi01,torreyo01,towerjo01,trammal01,trillma01,troncra01,ugglada01,uribejo01,uribeju01,utleych01,valdeme01,valdepe01,valenjo03,vandeed01,vanderi01,vargacl01,varitja01,vaughgr01,vazquja01,vazqura01,velanjo01,velarra01,ventejo01,venturo01,verasjo01,vidrojo01,villaca01,villaos01,vinafe01,virgioz02,vizquom01,wagnebi02,waitsri01,walkeja01,walkela01,walldo01,waltege01,wardda01,warddu01,wardtu01,washbja01,watsoal01,weaveje02,webstle01,webstmi01,weisswa01,wellsbo01,wellsda01,westbja01,whitede03,whitede04,whitefr01,whiteje01,whitter01,wickake01,wiggity01,willibe02,willima04,willimi02,willire03,williwo02,wilsoda01,wilsoni01,wilsotr01,wittbo01,wohlema01,wolcobo01,woodast01,worreti01,wrighja01,wrighri01,yanes01,yatesty01,youngde03,youngdm01,younger02,youngke01,youngma01,youngma02,youngmi02,zambrca01,zambrvi01,zaungr01,zitoba01}
@attribute salary numeric
@data
2011,SEA,AL,langery01,525000
2011,COL,NL,chacijh01,419000
1993,TOR,AL,timlimi01,262000
2012,COL,NL,blackch02,480000
1998,KCA,AL,younger02,215000
1987,TOR,AL,mcgrifr01,62500
1988,PIT,NL,lindjo01,75000
2000,HOU,NL,wardda01,237500
1987,SLN,NL,mcgeewi01,765000
1986,CHN,NL,martimi01,60000
2011,BOS,AL,scutama01,5500000
2005,LAA,AL,figgich01,390000
1990,CIN,NL,larkiba01,750000
1998,SDN,NL,ariasge01,181000
2003,BOS,AL,mirabdo01,805000
2003,HOU,NL,roberje02,300000
2006,SDN,NL,williwo02,5000000
2000,COL,NL,arrojro01,325000
2010,DET,AL,cabremi01,20000000
2008,ATL,NL,smoltjo01,14000000
2002,CHA,AL,rowanaa01,225000
2012,PIT,NL,harrijo05,484000
1999,SDN,NL,jacksda04,203000
2011,CHN,NL,hillko01,850000
2002,SEA,AL,martied01,7086668
1996,CHA,AL,mccaski01,800000
1985,ATL,NL,suttebr01,1354167
2000,LAN,NL,grudzma01,3000000
2008,SLN,NL,schumsk01,396000
1989,OAK,AL,hassero01,600000
2011,NYA,AL,posadjo01,13100000
1993,NYN,NL,gallada01,500000
2003,DET,AL,ledezwi01,300000
1998,KCA,AL,hanseje01,172500
2007,SEA,AL,ibanera01,5500000
2009,ATL,NL,escobyu01,425000
2003,BAL,AL,bedarer01,300000
2012,CHA,AL,ohmanwi01,2500000
1999,CLE,AL,loftoke01,7550000
1995,FLO,NL,perezyo01,134000
1995,CAL,AL,butchmi01,175000
1999,SLN,NL,daviser01,3420840
1992,NYA,AL,kamiesc01,120000
2010,CLE,AL,marsolo01,401200
1986,SDN,NL,roystje01,362500
2003,SLN,NL,renteed01,6500000
1991,ATL,NL,freemma02,190000
1985,CHN,NL,sutclri01,1260000
2000,MON,NL,mordemi01,350000
1998,SEA,AL,rossyri01,185000
2010,MIL,NL,gamelma01,406500
2000,MON,NL,vidrojo01,340000
1998,CIN,NL,cookest01,300000
2011,ARI,NL,galarar01,2300000
1996,KCA,AL,belchti01,1400000
1994,SLN,NL,osbordo01,112000
1991,SFN,NL,parkeri01,115000
1991,OAK,AL,blankla02,125000
2008,SDN,NL,hairssc01,406000
2012,BAL,AL,stroppe01,482500
1985,CHN,NL,dernibo01,406250
2011,SFN,NL,beltbr01,414000
1995,TOR,AL,maldoca01,200000
1998,MIN,AL,steinte01,2850000
2012,LAN,NL,gwynnto02,850000
2006,BAL,AL,rakeraa01,327000
2001,SEA,AL,wilsoda01,4400000
1987,TOR,AL,eichhma01,165500
2005,NYN,NL,zambrvi01,2100000
1998,COL,NL,shumpte01,210000
2006,SDN,NL,bellhma01,800000
2011,CIN,NL,arroybr01,7666666
1989,ATL,NL,benedbr01,395000
2008,WAS,NL,youngdm01,5000000
2012,ATL,NL,ugglada01,13146942
1987,SFN,NL,mintogr01,750000
1996,CHN,NL,sandbry01,2300000
2002,PIT,NL,lincomi01,267500
2000,HOU,NL,biggicr01,6750000
2008,MIL,NL,villaca01,413000
1996,SDN,NL,johnsbr01,170000
1986,SLN,NL,lawleto01,100000
1985,CIN,NL,perezto01,225000
1998,HOU,NL,reynosh01,3325000
1998,CHN,NL,moranmi01,2000000
2008,CLE,AL,cabreas01,393300
1998,ARI,NL,benesan01,6450000
2006,CIN,NL,hattesc01,750000
1997,BOS,AL,slocuhe01,2300000
2006,ATL,NL,davieky01,333500
2001,DET,AL,easleda01,5075000
1994,FLO,NL,milleku01,109000
2003,PIT,NL,nunezab01,675000
1985,HOU,NL,cruzjo01,796383
1998,BOS,AL,garceri01,190000
1995,NYN,NL,ochoaal01,109000
2009,MIN,AL,spande01,435000
2010,WAS,NL,mockga01,411000
2006,NYA,AL,giambja01,20428571
2010,COL,NL,gonzaca01,406000
1991,ML4,AL,hamilda02,168000
1993,NYN,NL,fernato01,2300000
1988,PHI,NL,daultda01,115000
1996,LAN,NL,candito01,3000000
1997,CLE,AL,willima04,7150000
1993,KCA,AL,josefe01,1525000
1992,KCA,AL,brettge01,3100000
2004,SFN,NL,eyresc01,1000000
1996,BOS,AL,mitchke01,1135000
1994,NYN,NL,hurstjo01,125000
2011,LAA,AL,willire03,775000
2001,FLO,NL,loopebr01,400000
2004,NYN,NL,camermi01,4333333
1997,LAN,NL,fonvich01,240000
2010,SDN,NL,richacl01,423700
2002,NYA,AL,wellsda01,2250000
1998,ATL,NL,kleskry01,3500000
2012,KC,AL,escobal02,519500
1989,SFN,NL,uribejo01,687500
2007,CHN,NL,millewa04,1500000
1997,NYA,AL,oneilpa01,5500000
1999,HOU,NL,johnsru01,205000
1994,SFN,NL,beckro01,750000
2009,TOR,AL,frasoja01,1450000
2005,KCA,AL,longte01,4875000
1992,SDN,NL,hurstbr01,3000000
1999,BAL,AL,kamiesc01,3350000
2004,MON,NL,carroja01,310000
1998,CIN,NL,perezed01,300000
1999,LAN,NL,karroer01,5500000
1987,DET,AL,trammal01,617143
2002,FLO,NL,tavarju01,3100000
1993,MIN,AL,guarded01,109000
2010,KCA,AL,callaal01,460000
1994,PIT,NL,goffje01,145000
1985,MON,NL,reardje01,850000
2009,SDN,NL,gerutjo01,1775000
2007,PIT,NL,larocad01,3200000
1999,PIT,NL,cordofr01,1250000
1998,ATL,NL,martide01,550000
1992,TOR,AL,warddu01,2425000
1986,MON,NL,riverlu01,60000
1993,MIN,AL,bankswi01,126000
1985,MON,NL,palmeda01,375000
1998,CHN,NL,valdepe01,170000
2012,BOS,AL,moralfr01,850000
2006,PIT,NL,cappsma01,327000
2002,BAL,AL,gibboja01,232500
1992,SEA,AL,martied01,560000
1992,NYA,AL,velarra01,360000
1996,TEX,AL,gonzaju03,7425000
1987,CLE,AL,akerfda01,62500
1992,CIN,NL,brownto05,3250000
1995,MON,NL,lansimi01,250000
1997,CHN,NL,servasc01,1370000
2005,WAS,NL,davisjj01,316500
2012,PHI,NL,papeljo01,11000058
1997,BAL,AL,johnsmi02,150000
1990,DET,AL,romered01,350000
1995,OAK,AL,eckerde01,2861113
1996,NYA,AL,duncama01,845000
2006,FLO,NL,reeder01,327000
2005,LAA,AL,henslma01,317500
1997,MIN,AL,mearepa01,1425000
1993,CIN,NL,cadargr01,1190000
2000,ATL,NL,perezed02,650000
2004,BOS,AL,crespce01,309000
1985,NYN,NL,darliro01,230000
1992,ML4,AL,austiji02,109000
2000,MON,NL,henlebo01,200000
1993,CAL,AL,myersgr01,525000
2010,SLN,NL,reyesde01,2000000
2009,COL,NL,hawpebr01,5500000
1998,NYN,NL,prattto02,300000
1988,MON,NL,mcclubo01,500000
2012,WAS,NL,carrobr01,580000
2007,FLO,NL,kensilo01,380000
2000,SLN,NL,dunstsh01,600000
2006,SLN,NL,encarju01,3500000
2004,SLN,NL,sandere02,2000000
1989,SLN,NL,brunato01,1240000
2012,CIN,NL,lecursa01,487500
1994,LAN,NL,gwynnch01,250000
1985,PHI,NL,virgioz02,350000
2009,LAN,NL,motagu01,2350000
1998,CHN,NL,tapanke01,4000000
1989,MON,NL,fitzgmi02,335000
1990,NYA,AL,lapoida01,850000
2008,LAA,AL,kotchca01,1450000
1989,TEX,AL,buechst01,430000
2002,BAL,AL,juliojo01,216000
2009,PIT,NL,jaramja01,400000
1995,MIN,AL,merulma01,200000
2011,TEX,AL,blancan01,520000
2003,HOU,NL,doteloc01,1600000
2002,TEX,AL,irabuhi01,550000
2002,HOU,NL,doteloc01,435000
2000,KCA,AL,zaungr01,525000
1999,KCA,AL,posesc01,225000
2010,NYA,AL,jeterde01,22600000
2004,MIL,NL,obermwe01,314000
1989,OAK,AL,weisswa01,180000
2008,TEX,AL,vazqura01,810000
1995,NYN,NL,huskebu01,109000
2010,COL,NL,reynogr01,403000
1989,CHA,AL,mccarto03,75000
2003,LAN,NL,ishiika01,2575000
1993,DET,AL,leitema01,500000
1997,DET,AL,easleda01,675000
1995,CIN,NL,morriha02,3300000
1990,SLN,NL,gilkebe01,100000
2004,TOR,AL,hinsker01,900000
1996,ATL,NL,blausje01,3500000
2011,BAL,AL,guerrvl01,7611455
1996,SEA,AL,davisru01,120000
1987,MON,NL,parreje01,62500
2001,CHA,AL,simasbi01,1950000
2008,HOU,NL,borkoda01,800000
2004,SLN,NL,renteed01,7250000
2012,SEA,AL,delabst01,480700
2012,CHA,AL,lillibr01,500000
1997,MIN,AL,swindgr01,750000
1995,CHA,AL,abbotji01,2775000
1998,SFN,NL,roajo01,192500
1998,SLN,NL,mabryjo01,1400000
2004,PHI,NL,perezto03,750000
1990,ATL,NL,rosarvi01,100000
1991,CIN,NL,quinolu01,300000
2004,ARI,NL,reynosh01,1000000
2001,NYN,NL,venturo01,8000000
2010,FLO,NL,verasjo01,550000
1998,KCA,AL,leiussc01,180000
1995,SEA,AL,diazal01,200000
1991,CHA,AL,corajo01,120000
2006,SFN,NL,worreti01,1750000
1996,COL,NL,munozmi01,290000
2008,TBA,AL,garzama01,404600
1995,KCA,AL,nunnajo01,109000
1994,FLO,NL,tavarje01,109000
1996,PIT,NL,peterch01,109000
1988,TEX,AL,espyce01,62500
1994,CAL,AL,owensp01,1250000
2007,COL,NL,torreyo01,1075000
2005,MIL,NL,moellch01,700000
1996,CIN,NL,boonebr01,725000
1992,DET,AL,barnesk01,150000
1999,TBA,AL,wittbo01,1100000
2001,OAK,AL,giambje01,282500
1986,PIT,NL,clemepa01,102500
1999,MIL,NL,plunker01,1850000
2000,TOR,AL,hamiljo02,5500000
2000,TEX,AL,helliri01,3750000
1985,SFN,NL,garresc01,85000
2010,CIN,NL,haranaa01,12500000
1996,SEA,AL,ayalabo01,325000
1996,MON,NL,webstle01,200000
2009,FLO,NL,maybica01,400000
1988,BAL,AL,orsuljo01,120000
2012,SDN,NL,guzmaje01,486600
2009,LAA,AL,weaveje02,465000
2007,CLE,AL,martean01,383100
1999,SFN,NL,muellbi02,525000
1986,NYN,NL,elsteke01,60000
2008,CHA,AL,loganbo02,405000
1987,OAK,AL,javiest01,75000
1989,SDN,NL,terrewa01,775000
1996,FLO,NL,batismi01,120000
1994,LAN,NL,daalom01,147000
1995,SFN,NL,wilsotr01,700000
2009,MIN,AL,nathajo01,11250000
2003,SEA,AL,frankry01,425000
1997,COL,NL,wrighja01,169500
1989,CIN,NL,larkiba01,302500
1997,ML4,AL,vinafe01,810000
2001,CHA,AL,osunaan01,1500000
1987,MON,NL,webstmi01,210000
1995,MON,NL,eischjo01,109000
2002,TBA,AL,vaughgr01,8750000
1986,LAN,NL,bailobo01,375000
1996,SEA,AL,wolcobo01,115000
1997,HOU,NL,biggicr01,6280000
2007,KCA,AL,nelsojo01,394000
2003,SLN,NL,martiti02,7500000
1999,SFN,NL,santafp01,550000
1987,SFN,NL,gottji01,317000
1989,PIT,NL,bairdo01,150000
2001,DET,AL,cruzde01,3525000
1997,CHN,NL,hernajo01,450000
1988,LAN,NL,penaal01,400000
2010,OAK,AL,rosalad01,410000
2001,CLE,AL,loftoke01,8000000
2009,WAS,NL,beimejo01,2000000
2001,SLN,NL,ankieri01,400000
2008,CHA,AL,ozunapa01,1050000
2002,HOU,NL,biggicr01,8750000
2003,TEX,AL,garcire01,300000
2003,BOS,AL,fossuca01,324500
2000,HOU,NL,reynosh01,6666667
2002,ATL,NL,martida01,1500000
1986,BAL,AL,shelbjo01,240000
2008,NYA,AL,rodrial01,28000000
1989,CAL,AL,mintogr01,830000
1992,KCA,AL,melvibo01,900000
1991,CHA,AL,palldo01,448000
1993,TOR,AL,griffal01,500000
2006,SFN,NL,greento02,700000
2006,SLN,NL,milesaa01,350000
2003,CHA,AL,stewajo02,300000
2010,TBA,AL,niemaje01,1032000
2006,SLN,NL,suppaje01,4000000
1991,SFN,NL,anderda02,600000
2007,BAL,AL,raych01,420000
2004,MIN,AL,lohseky01,395000
2008,BOS,AL,cashke01,400000
1990,NYA,AL,millsal01,100000
2007,KCA,AL,peraljo01,400500
1993,MIN,AL,knoblch01,510000
2005,ATL,NL,perezed02,625000
1997,MIN,AL,aguilri01,3075000
2011,TEX,AL,cruzne02,3650000
2008,CIN,NL,patteco01,3000000
2003,MON,NL,ohkato01,340000
1991,BOS,AL,kieckda01,167500
2012,CHN,NL,lahaibr01,482500
2010,COL,NL,moralfr01,406000
2000,TOR,AL,cordoma01,500000
1994,CIN,NL,brantje01,1500000
2008,BAL,AL,millake01,3800000
1993,SFN,NL,philljr01,109000
1992,PIT,NL,redusga01,825000
2011,SFN,NL,zitoba01,18500000
1995,CHN,NL,hernajo01,135000
1995,CAL,AL,sprinru01,140000
1998,NYN,NL,mcmicgr01,1900000
1986,BOS,AL,gardnwe01,70000
1987,OAK,AL,ontivst02,131500
2003,SLN,NL,drewjd01,3700000
1990,CAL,AL,monteri01,150000
2003,TOR,AL,delgaca01,18700000
2001,KCA,AL,randajo01,2300000
1993,CIN,NL,smilejo01,3475000
2003,FLO,NL,leede02,4250000
1993,CAL,AL,curtich01,220000
1996,ML4,AL,valenjo03,300000
2005,SLN,NL,walkela01,12666667
1988,NYN,NL,waltege01,111600
2009,MIN,AL,redmomi01,950000
2011,DET,AL,kellydo01,423000
2005,SLN,NL,pujolal01,11000000
1994,PIT,NL,mcclell01,650000
2005,TBA,AL,baldero01,369000
2010,ARI,NL,quallch01,4185000
2002,CHN,NL,borowjo01,235000
2010,ATL,NL,schafjo02,402500
1998,SFN,NL,rueteki01,1835000
2007,LAA,AL,speieju01,3750000
2000,DET,AL,pooleji02,200000
1998,TBA,AL,hernaro01,4000000
1999,TBA,AL,charlno01,500000
1995,LAN,NL,dreifda01,134000
1989,CIN,NL,robinro01,350000
1998,LAN,NL,parkch01,700000
1989,CAL,AL,parrila02,1000000
2002,FLO,NL,darenvi01,775000
2010,OAK,AL,gonzagi01,405000
1986,CAL,AL,whitede03,60000
2011,FLO,NL,nolasri01,6000000
1994,MON,NL,bouchde01,135000
2003,OAK,AL,fikacje01,316000
2001,ARI,NL,cummimi01,425000
2002,MIL,NL,houstty01,1625000
2012,ATL,NL,hansoto01,535000
1999,TBA,AL,butleri01,215000
1997,OAK,AL,johnsda05,172500
1998,SLN,NL,pagnoto01,2100000
1992,TEX,AL,sierrru01,5000000
2004,ARI,NL,baergca01,1000000
1995,SFN,NL,hookch01,109000
2006,TBA,AL,gomesjo01,355800
2005,FLO,NL,pierrju01,3700000
2006,ATL,NL,villaos01,462500
2007,WAS,NL,lopezfe01,3900000
2001,CHA,AL,foulkke01,3100000
1991,CHA,AL,patteke01,160000
2008,WAS,NL,ayalalu01,1700000
1993,OAK,AL,boevejo01,585500
1993,FLO,NL,hoffmtr01,109000
1995,PIT,NL,encaran01,109000
1988,PIT,NL,jonesba01,90000
2002,MIN,AL,princto01,450000
1992,CLE,AL,cookde01,375000
1999,DET,AL,jeffegr01,1375000
2003,DET,AL,knottga01,305000
1992,SDN,NL,clemepa01,145000
2009,LAA,AL,escobke01,10000000
2007,MIN,AL,kubelja01,387500
2010,TOR,AL,valdeme01,409500
2008,ATL,NL,jonesch06,12333333
1999,CLE,AL,levisje01,400000
1998,NYA,AL,brosisc01,2650000
1992,BOS,AL,heskejo01,1775000
2007,NYN,NL,aloumo01,7500000
2007,FLO,NL,owenshe01,380000
2007,CHN,NL,mateoju02,383000
1997,PHI,NL,gracemi02,185000
2000,FLO,NL,bautida01,500000
2007,CHA,AL,siscoan01,405000
2010,LAA,AL,hunteto01,18500000
1995,TEX,AL,rogerke01,3750000
2006,ATL,NL,smoltjo01,11000000
2004,SFN,NL,durhara01,7200000
1993,FLO,NL,bowenry01,132000
2006,NYN,NL,bannibr01,327000
1999,ANA,AL,edmonji01,3550000
1991,PIT,NL,lindjo01,575000
1996,SFN,NL,javiest01,1000000
2004,HOU,NL,pettian01,5500000
1994,SFN,NL,jacksmi02,2966667
2000,ANA,AL,schoesc01,210000
2009,LAN,NL,blakeca01,5000000
1989,CLE,AL,fermife01,85000
2012,HOU,NL,bogusbr01,483000
1999,OAK,AL,spiezsc01,260000
1987,NYN,NL,coneda01,62500
2004,LAN,NL,encarju01,3565000
2000,FLO,NL,micelda01,1500000
1990,DET,AL,lusadsc01,114500
1993,NYN,NL,reedda01,158000
2007,ARI,NL,jacksco01,392000
1999,SLN,NL,howarth01,325000
2012,BOS,AL,buchhcl01,3750000
1990,NYN,NL,diazma01,108000
2009,HOU,NL,erstada01,1750000
2001,NYA,AL,soriaal01,630000
2003,FLO,NL,encarju01,3450000
2006,TOR,AL,burneaj01,2200000
1986,LAN,NL,vandeed01,455000
1999,CHN,NL,johnsla03,5100000
1989,CHN,NL,smithdw01,68000
2010,LAN,NL,ramirma02,18695006
2006,ARI,NL,greensh01,10213898
1992,PHI,NL,greento01,255000
1998,BAL,AL,millsal01,1000000
2012,LAA,AL,downssc01,5000000
1986,CIN,NL,francjo01,195000
2003,SLN,NL,marreel01,1500000
1990,MIN,AL,hrbekke01,2100000
1992,PIT,NL,masonro01,225000
2001,HOU,NL,lugoju01,245000
1987,SFN,NL,grantma01,87500
1995,SFN,NL,faneyri01,115000
2012,MIN,AL,morneju01,15000000
2012,ARI,NL,mcdonjo03,1500000
1995,SDN,NL,cianfar01,200000
2011,OAK,AL,dejesda01,6000000
1995,TOR,AL,guzmaju01,2800000
1998,TEX,AL,helliri01,216500
2009,DET,AL,grandcu01,3500000
1990,CLE,AL,wickake01,100000
2011,SLN,NL,westbja01,8000000
1997,KCA,AL,davisch01,3800000
2007,TEX,AL,benoijo01,1050000
2001,HOU,NL,wagnebi02,5000000
2010,NYA,AL,aceveal01,435650
1996,CLE,AL,wilsoni01,125000
